species_code,common_name,scientific_name,prediction_year,region_type,region_code,region_name,continent_code,continent_name,season,start_date,end_date,abundance_mean,total_pop_percent,continent_pop_percent,range_occupied_percent,range_total_percent,range_days_occupation,max_week,max_week_percent_pop
amewoo,American Woodcock,Scolopax minor,2023,state,USA-NE,Nebraska,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.01630232093795416,0.00286309838871633,0.00286309838871633,0.20411290518111463,0.01031933990409337,56,2023-03-29,0.00637037203757881
amewoo,American Woodcock,Scolopax minor,2023,state,USA-NH,New Hampshire,NA,North America,breeding,2023-04-26,2023-07-26,0.2633939983356443,0.01212998015714886,0.01212998015714886,0.99273115150658,0.01049480930652289,98,2023-04-26,0.01429201155279395
amewoo,American Woodcock,Scolopax minor,2023,state,USA-NH,New Hampshire,NA,North America,postbreeding_migration,2023-08-02,2023-11-29,0.00880775898685543,0.00739645960767229,0.00739645960767229,0.8360874502525503,0.00823563384563524,112,2023-11-01,0.02624529759009807
amewoo,American Woodcock,Scolopax minor,2023,state,USA-NH,New Hampshire,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.5228419504215593,0.01111594400078267,0.01111594400078267,0.9945346134626756,0.00608681982726669,63,2023-04-05,0.02249265950819012
amewoo,American Woodcock,Scolopax minor,2023,state,USA-NJ,New Jersey,NA,North America,breeding,2023-04-26,2023-07-26,0.01031763183523298,4.158820148294564e-4,4.158820148294564e-4,0.30335251651296524,0.00280689651130908,98,2023-06-21,7.431342753781103e-4
amewoo,American Woodcock,Scolopax minor,2023,state,USA-NJ,New Jersey,NA,North America,nonbreeding,2023-12-06,2023-01-11,0.02286213748915557,0.00577581746769761,0.00577581746769761,0.37287088480897274,0.00814789675215472,42,2023-12-06,0.01406422014526294
amewoo,American Woodcock,Scolopax minor,2023,state,USA-NJ,New Jersey,NA,North America,postbreeding_migration,2023-08-02,2023-11-29,0.00682687116586294,0.00501783148011524,0.00501783148011524,0.5303914556932993,0.00457275297843967,126,2023-11-22,0.02338141253916436
amewoo,American Woodcock,Scolopax minor,2023,state,USA-NJ,New Jersey,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.5499513473879363,0.01023378035501983,0.01023378035501983,0.928148192743284,0.00497191578891059,98,2023-03-01,0.01965128394951622
amewoo,American Woodcock,Scolopax minor,2023,state,USA-NY,New York,NA,North America,breeding,2023-04-26,2023-07-26,0.1919635492307091,0.04759064884951988,0.04759064884951988,0.917798933576746,0.05223229276934244,98,2023-04-26,0.06197073094021178
amewoo,American Woodcock,Scolopax minor,2023,state,USA-NY,New York,NA,North America,nonbreeding,2023-12-06,2023-01-11,3.716239127160876e-4,5.774481863845002e-4,5.774481863845002e-4,0.01535500659234223,0.00206371534536915,42,2023-12-06,0.00188415588314983
amewoo,American Woodcock,Scolopax minor,2023,state,USA-NY,New York,NA,North America,postbreeding_migration,2023-08-02,2023-11-29,0.00687126696268179,0.0310630380933722,0.0310630380933722,0.635999721757123,0.03372491705333125,126,2023-11-01,0.05837749348514946
amewoo,American Woodcock,Scolopax minor,2023,state,USA-NY,New York,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.44606652688377746,0.05105334455029421,0.05105334455029421,0.9800606250643908,0.0322903033247723,98,2023-03-29,0.09126462966386806
amewoo,American Woodcock,Scolopax minor,2023,state,USA-OH,Ohio,NA,North America,breeding,2023-04-26,2023-07-26,0.03263941963363793,0.00667354211471423,0.00667354211471423,0.5908834709484624,0.02773348874417754,98,2023-04-26,0.0092457645133161
amewoo,American Woodcock,Scolopax minor,2023,state,USA-OH,Ohio,NA,North America,postbreeding_migration,2023-08-02,2023-11-29,0.00176639957398197,0.00658577942775679,0.00658577942775679,0.4260079740300668,0.01863042728759697,119,2023-11-01,0.0277514306508915
amewoo,American Woodcock,Scolopax minor,2023,state,USA-OH,Ohio,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.5666254334733143,0.05348496927001679,0.05348496927001679,0.9876061742678264,0.026835772554303,77,2023-03-01,0.08362682963135853
amewoo,American Woodcock,Scolopax minor,2023,state,USA-OK,Oklahoma,NA,North America,nonbreeding,2023-12-06,2023-01-11,5.256332194102938e-4,0.00112650554379798,0.00112650554379798,0.0942865804257477,0.01747796358841984,28,2023-12-06,0.00924315465225875
amewoo,American Woodcock,Scolopax minor,2023,state,USA-OK,Oklahoma,NA,North America,postbreeding_migration,2023-08-02,2023-11-29,8.230298930983848e-4,0.00513173091081606,0.00513173091081606,0.2664047336455128,0.01948395244130103,42,2023-11-08,0.0408358833864647
amewoo,American Woodcock,Scolopax minor,2023,state,USA-OK,Oklahoma,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.07875007817438312,0.01243130483385124,0.01243130483385124,0.5150335060192469,0.02340430912510599,63,2023-02-15,0.05750437895075355
amewoo,American Woodcock,Scolopax minor,2023,state,USA-PA,Pennsylvania,NA,North America,breeding,2023-04-26,2023-07-26,0.09902171942851898,0.02205613266729656,0.02205613266729656,0.766705799159695,0.03920273226005657,98,2023-04-26,0.03385131986904968
amewoo,American Woodcock,Scolopax minor,2023,state,USA-PA,Pennsylvania,NA,North America,nonbreeding,2023-12-06,2023-01-11,3.0917279475048907e-05,4.316250971173355e-5,4.316250971173355e-5,0.00190640380362586,2.302028676283848e-4,42,2023-12-06,2.46172847453395e-4
amewoo,American Woodcock,Scolopax minor,2023,state,USA-PA,Pennsylvania,NA,North America,postbreeding_migration,2023-08-02,2023-11-29,0.00476639675456912,0.01935946469493977,0.01935946469493977,0.5344158581141929,0.02546064189395091,126,2023-11-01,0.06267197556232443
amewoo,American Woodcock,Scolopax minor,2023,state,USA-PA,Pennsylvania,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.5763414527317824,0.059265297350076,0.059265297350076,0.9870954235974356,0.0292196069015663,77,2023-03-15,0.0886083371108095
amewoo,American Woodcock,Scolopax minor,2023,state,USA-RI,Rhode Island,NA,North America,breeding,2023-04-26,2023-07-26,0.14892342218647517,0.00100551359602457,0.00100551359602457,0.8004957280412898,0.00124071674761499,98,2023-07-05,0.00151153266983663
amewoo,American Woodcock,Scolopax minor,2023,state,USA-RI,Rhode Island,NA,North America,nonbreeding,2023-12-06,2023-01-11,0.00711700428550804,3.0118177068148193e-4,3.0118177068148193e-4,0.15961481803406333,5.842450993244593e-4,42,2023-12-06,4.405389228983482e-4
amewoo,American Woodcock,Scolopax minor,2023,state,USA-RI,Rhode Island,NA,North America,postbreeding_migration,2023-08-02,2023-11-29,0.01063246377547982,0.00130907070377389,0.00130907070377389,0.7540817552418659,0.00108901655694733,126,2023-11-22,0.00443215285274854
amewoo,American Woodcock,Scolopax minor,2023,state,USA-RI,Rhode Island,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.842457743727923,0.00262600032217486,0.00262600032217486,0.9848607208132412,8.837228509634918e-4,98,2023-03-15,0.00413536177380486
amewoo,American Woodcock,Scolopax minor,2023,state,USA-SC,South Carolina,NA,North America,breeding,2023-04-26,2023-07-26,1.3912874335012131e-5,2.156560495582425e-6,2.156560495582425e-6,0.01030819493319193,3.667888219050141e-4,14,2023-05-03,8.206851297684671e-6
amewoo,American Woodcock,Scolopax minor,2023,state,USA-SC,South Carolina,NA,North America,nonbreeding,2023-12-06,2023-01-11,0.12355429471452056,0.12003534473268904,0.12003534473268904,0.8239450163974253,0.06923727160564101,42,2023-01-11,0.14306538001126098
amewoo,American Woodcock,Scolopax minor,2023,state,USA-SC,South Carolina,NA,North America,postbreeding_migration,2023-08-02,2023-11-29,0.00165531215727158,0.00467874030134841,0.00467874030134841,0.4880099395960106,0.01617948002509175,49,2023-11-29,0.04434500766420984
amewoo,American Woodcock,Scolopax minor,2023,state,USA-SC,South Carolina,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.08793612008347526,0.00629265311010215,0.00629265311010215,0.8293963900843154,0.01708532530215955,98,2023-01-18,0.08546714747913221
amewoo,American Woodcock,Scolopax minor,2023,state,USA-SD,South Dakota,NA,North America,breeding,2023-04-26,2023-07-26,6.575158128092455e-4,2.4800970730171887e-4,2.4800970730171887e-4,0.04459292399878747,0.00386115392016783,35,2023-04-26,8.113718816689733e-4
amewoo,American Woodcock,Scolopax minor,2023,state,USA-SD,South Dakota,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.00792590209328085,0.00138017097519276,0.00138017097519276,0.1381264851425892,0.00692397939856091,35,2023-04-05,0.00488923220636461
amewoo,American Woodcock,Scolopax minor,2023,state,USA-TN,Tennessee,NA,North America,breeding,2023-04-26,2023-07-26,0.00139103190338477,2.877974541393118e-4,2.877974541393118e-4,0.34277809075370186,0.0162798949746985,42,2023-04-26,6.33231749834763e-4
amewoo,American Woodcock,Scolopax minor,2023,state,USA-TN,Tennessee,NA,North America,nonbreeding,2023-12-06,2023-01-11,0.0408321562115842,0.05294911266820906,0.05294911266820906,0.5800234911895109,0.0650567511694946,42,2023-01-04,0.06550292012907506
amewoo,American Woodcock,Scolopax minor,2023,state,USA-TN,Tennessee,NA,North America,postbreeding_migration,2023-08-02,2023-11-29,0.00258957164144809,0.00976971826330491,0.00976971826330491,0.4874006190908128,0.02156885263617074,49,2023-11-08,0.05051550194530662
amewoo,American Woodcock,Scolopax minor,2023,state,USA-TN,Tennessee,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.3162179657234906,0.03020355801137763,0.03020355801137763,0.9829682948162878,0.02702748877477952,98,2023-02-01,0.15616158910869257
amewoo,American Woodcock,Scolopax minor,2023,state,USA-TX,Texas,NA,North America,nonbreeding,2023-12-06,2023-01-11,0.00989767811344751,0.08133149574638181,0.08133149574638181,0.21169023875117204,0.15045848428502223,42,2023-12-06,0.2103291268715755
amewoo,American Woodcock,Scolopax minor,2023,state,USA-TX,Texas,NA,North America,postbreeding_migration,2023-08-02,2023-11-29,0.00134148982572035,0.03207085614810926,0.03207085614810926,0.1983879579910967,0.05563208478635377,28,2023-11-22,0.21767690311752969
amewoo,American Woodcock,Scolopax minor,2023,state,USA-TX,Texas,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.00538507764763922,0.00325936199207447,0.00325936199207447,0.24227136135664948,0.04221213578209394,49,2023-01-25,0.03968068724871393
amewoo,American Woodcock,Scolopax minor,2023,state,USA-VA,Virginia,NA,North America,breeding,2023-04-26,2023-07-26,0.00459303144106386,9.39046024257169e-4,9.39046024257169e-4,0.4311534803049168,0.02023522520951744,91,2023-05-03,0.00153261347091262
amewoo,American Woodcock,Scolopax minor,2023,state,USA-VA,Virginia,NA,North America,nonbreeding,2023-12-06,2023-01-11,0.07377470918187597,0.09453692704662808,0.09453692704662808,0.4516274033360262,0.05005698373782924,42,2023-01-04,0.11053541955745128
amewoo,American Woodcock,Scolopax minor,2023,state,USA-VA,Virginia,NA,North America,postbreeding_migration,2023-08-02,2023-11-29,0.00389598052456571,0.01452474409269583,0.01452474409269583,0.5040213959368471,0.02204080957322786,77,2023-11-29,0.0864487136352291
amewoo,American Woodcock,Scolopax minor,2023,state,USA-VA,Virginia,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.39509773482468447,0.03729183108920567,0.03729183108920567,0.9213701589914192,0.02503444286419137,98,2023-01-25,0.1128095853984382
amewoo,American Woodcock,Scolopax minor,2023,state,USA-VT,Vermont,NA,North America,breeding,2023-04-26,2023-07-26,0.34347772427243123,0.01593627147426013,0.01593627147426013,0.9907266208505804,0.01055189986955833,98,2023-06-14,0.02108923640973424
amewoo,American Woodcock,Scolopax minor,2023,state,USA-VT,Vermont,NA,North America,postbreeding_migration,2023-08-02,2023-11-29,0.01271937933557108,0.01076114081589418,0.01076114081589418,0.8521799881452654,0.00845688808840575,112,2023-08-16,0.03586683767900206
amewoo,American Woodcock,Scolopax minor,2023,state,USA-VT,Vermont,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.4941857134895738,0.01058522362404923,0.01058522362404923,0.9760864828158372,0.00601856242586162,56,2023-04-12,0.02228617553354207
amewoo,American Woodcock,Scolopax minor,2023,state,USA-WI,Wisconsin,NA,North America,breeding,2023-04-26,2023-07-26,0.2132145602207908,0.05993781906511248,0.05993781906511248,0.9368947356971712,0.06045936233485229,98,2023-07-05,0.13642612939068008
amewoo,American Woodcock,Scolopax minor,2023,state,USA-WI,Wisconsin,NA,North America,postbreeding_migration,2023-08-02,2023-11-29,0.01602739501914556,0.08215826712320913,0.08215826712320913,0.7397379963725181,0.04447880531188147,105,2023-10-04,0.15313573882854423
amewoo,American Woodcock,Scolopax minor,2023,state,USA-WI,Wisconsin,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.3513960885445268,0.04560397607133811,0.04560397607133811,0.9863778975864228,0.03685052996371757,56,2023-04-05,0.0958539758580464
amewoo,American Woodcock,Scolopax minor,2023,state,USA-WV,West Virginia,NA,North America,breeding,2023-04-26,2023-07-26,0.05593500027636611,0.00664268484009512,0.00664268484009512,0.9066232196362332,0.02471584865780802,98,2023-05-10,0.00876003305116342
amewoo,American Woodcock,Scolopax minor,2023,state,USA-WV,West Virginia,NA,North America,postbreeding_migration,2023-08-02,2023-11-29,0.00529426518040295,0.01146489142403766,0.01146489142403766,0.5203533192918776,0.01321750374844792,126,2023-11-01,0.05553279709435073
amewoo,American Woodcock,Scolopax minor,2023,state,USA-WV,West Virginia,NA,North America,prebreeding_migration,2023-01-18,2023-04-19,0.4047638342606688,0.02219133417163714,0.02219133417163714,0.9634463627767628,0.01520561090999326,84,2023-02-22,0.03791562082667197
